Word,Lg10WF
academes,0.3010299956639812
academician,0.3010299956639812
academies,0.9030899869919435
acadia,0.6020599913279624
acanthus,0.3010299956639812
acc,0.9542425094393249
accademia,0.3010299956639812
accadian,0.3010299956639812
accede,0.9030899869919435
acceded,0.3010299956639812
accelerates,0.7781512503836436
accelerators,0.6989700043360189
accented,0.3010299956639812
accentuated,0.47712125471966244
accentuates,0.6989700043360189
accentuating,0.3010299956639812
acceptances,0.47712125471966244
acceptant,0.3010299956639812
accesses,0.47712125471966244
accessibility,0.47712125471966244
accession,0.8450980400142568
accessorise,0.3010299956639812
accessorized,0.47712125471966244
accessorizing,0.8450980400142568
accidentals,0.3010299956639812
acclaims,0.47712125471966244
acclamation,0.3010299956639812
acclimate,0.9542425094393249
acclimates,0.3010299956639812
acclimating,0.6020599913279624
acclimatization,0.3010299956639812
acclimatize,0.3010299956639812
acclimatized,0.47712125471966244
accolade,0.3010299956639812
accommodated,0.7781512503836436
accommodates,0.6020599913279624
accommodative,0.3010299956639812
accomodate,0.8450980400142568
accompanier,0.3010299956639812
accompanists,0.3010299956639812
accompli,0.9542425094393249
accomplishes,0.9030899869919435
accordable,0.3010299956639812
accorded,0.9030899869919435
accordions,0.6020599913279624
accost,0.6020599913279624
accosting,0.6989700043360189
accosts,0.3010299956639812
accountancy,0.6020599913279624
accoutered,0.3010299956639812
accoutre,0.3010299956639812
accoutred,0.47712125471966244
accoutrement,0.8450980400142568
accoutrements,0.8450980400142568
accra,0.6989700043360189
accrediting,0.3010299956639812
accrete,0.3010299956639812
accrual,0.47712125471966244
accrue,0.6989700043360189
accrues,0.3010299956639812
accruing,0.47712125471966244
accumulations,0.3010299956639812
accumulative,0.6020599913279624
accumulator,0.3010299956639812
accusatory,0.6020599913279624
accusers,0.9542425094393249
accustom,0.8450980400142568
acentric,0.3010299956639812
acerbic,0.6989700043360189
acetabulum,0.47712125471966244
acetaminophen,0.7781512503836436
acetate,0.8450980400142568
acetates,0.3010299956639812
acetic,0.3010299956639812
acetone,0.9542425094393249
acetyl,0.47712125471966244
acetylcholine,0.9030899869919435
acetylsalicylic,0.6989700043360189
achar,0.3010299956639812
acher,0.47712125471966244
achievable,0.47712125471966244
achiness,0.3010299956639812
achingly,0.47712125471966244
achondroplasia,0.47712125471966244
achoo,0.7781512503836436
acidemia,0.47712125471966244
acidizing,0.3010299956639812
acidophilus,0.6020599913279624
acidosis,0.9542425094393249
acidotic,0.6989700043360189
acing,0.6989700043360189
ackee,0.3010299956639812
acker,0.9542425094393249
acknowledgements,0.6989700043360189
acknowledgments,0.3010299956639812
acnes,0.3010299956639812
acolyte,0.9030899869919435
acolytes,0.8450980400142568
acoma,0.6020599913279624
aconitum,0.6989700043360189
acoustical,0.8450980400142568
acoustically,0.3010299956639812
acquaintanceship,0.6989700043360189
acquainting,0.47712125471966244
acquiesce,0.6020599913279624
acquiesced,0.7781512503836436
acquiescence,0.7781512503836436
acquiescent,0.3010299956639812
acquiescing,0.47712125471966244
acquirer,0.3010299956639812
acquires,0.9542425094393249
acquisitive,0.6020599913279624
acquisitiveness,0.3010299956639812
acquittals,0.3010299956639812
acquitting,0.8450980400142568
acrid,0.47712125471966244
acrimonious,0.9030899869919435
acromion,0.47712125471966244
acronyms,0.9030899869919435
acropolis,0.8450980400142568
acrylics,0.6020599913279624
acta,0.3010299956639812
actg,0.3010299956639812
actings,0.3010299956639812
actinic,0.3010299956639812
actioner,0.3010299956639812
activator,0.6989700043360189
actives,0.3010299956639812
actory,0.3010299956639812
actu,0.3010299956639812
actualisation,0.47712125471966244
actualised,0.3010299956639812
actualities,0.3010299956639812
actualization,0.6020599913279624
actualize,0.47712125471966244
actuals,0.47712125471966244
actuarially,0.3010299956639812
actuaries,0.3010299956639812
actuary,0.9030899869919435
actuate,0.3010299956639812
actuated,0.6020599913279624
actuating,0.3010299956639812
actuation,0.3010299956639812
actuator,0.47712125471966244
actuators,0.47712125471966244
acumen,0.9030899869919435
acupressure,0.8450980400142568
acupuncturists,0.47712125471966244
acuteness,0.3010299956639812
acyclovir,0.3010299956639812
adages,0.3010299956639812
adamantine,0.3010299956639812
adamantly,0.47712125471966244
adamas,0.3010299956639812
adance,0.3010299956639812
adaptability,0.9030899869919435
adaptations,0.6020599913279624
adaption,0.3010299956639812
adaptor,0.6989700043360189
adaptors,0.3010299956639812
adapts,0.6020599913279624
adar,0.6020599913279624
adc,0.9030899869919435
addenda,0.47712125471966244
addendums,0.6989700043360189
adders,0.47712125471966244
addicting,0.6020599913279624
addictiveness,0.47712125471966244
addio,0.6989700043360189
addle,0.9542425094393249
addlepated,0.47712125471966244
addling,0.3010299956639812
addr,0.47712125471966244
addressee,0.8450980400142568
addresser,0.47712125471966244
adduce,0.3010299956639812
adduced,0.3010299956639812
adductor,0.3010299956639812
adelante,0.3010299956639812
aden,0.8450980400142568
adenia,0.3010299956639812
adenine,0.47712125471966244
adenocarcinoma,0.3010299956639812
adenoid,0.7781512503836436
adenoidal,0.3010299956639812
adenoma,0.3010299956639812
adenopathy,0.3010299956639812
adenosine,0.8450980400142568
adeptness,0.3010299956639812
adepts,0.47712125471966244
adequacy,0.3010299956639812
adeste,0.6020599913279624
adhered,0.8450980400142568
adherent,0.6020599913279624
adherents,0.3010299956639812
adheres,0.6020599913279624
adhesion,0.8450980400142568
adhesions,0.9030899869919435
adhesives,0.3010299956639812
adiabatic,0.3010299956639812
adieus,0.3010299956639812
adipocere,0.8450980400142568
adipose,0.6989700043360189
adiposity,0.3010299956639812
adjacencies,0.3010299956639812
adjoined,0.3010299956639812
adjoins,0.7781512503836436
adjoints,0.3010299956639812
adjourning,0.47712125471966244
adjourns,0.47712125471966244
adjudge,0.3010299956639812
adjudged,0.6020599913279624
adjudicate,0.7781512503836436
adjudicated,0.8450980400142568
adjudicating,0.3010299956639812
adjudicator,0.6989700043360189
adjunct,0.9030899869919435
adjure,0.3010299956639812
adjustability,0.3010299956639812
adjusters,0.9030899869919435
adjustor,0.6989700043360189
adjutants,0.3010299956639812
adjuvant,0.3010299956639812
administerial,0.3010299956639812
administers,0.8450980400142568
administrate,0.47712125471966244
administrates,0.3010299956639812
adminstration,0.3010299956639812
admissibility,0.6989700043360189
admittances,0.47712125471966244
admittee,0.3010299956639812
admittible,0.3010299956639812
admixture,0.3010299956639812
admonish,0.6989700043360189
admonished,0.6989700043360189
admonishing,0.47712125471966244
admonishments,0.3010299956639812
admonition,0.7781512503836436
admonitions,0.3010299956639812
adnexa,0.3010299956639812
adnexal,0.47712125471966244
adolescences,0.3010299956639812
adoptable,0.3010299956639812
adopter,0.3010299956639812
adoptions,0.9030899869919435
adorability,0.3010299956639812
adorableness,0.3010299956639812
adorably,0.47712125471966244
adorers,0.3010299956639812
adoringly,0.6020599913279624
adorn,0.9542425094393249
adorned,0.9542425094393249
adorning,0.47712125471966244
adornment,0.6989700043360189
adornments,0.47712125471966244
adorns,0.6020599913279624
adrenalectomy,0.47712125471966244
adrenals,0.6989700043360189
adrenochrome,0.8450980400142568
adriatic,0.9542425094393249
adroit,0.8450980400142568
adroitly,0.6020599913279624
adroitness,0.3010299956639812
adrop,0.3010299956639812
adulterant,0.3010299956639812
adulterate,0.3010299956639812
adulterated,0.3010299956639812
adulterating,0.3010299956639812
adulterers,0.9030899869919435
adulterize,0.3010299956639812
adust,0.3010299956639812
adv,0.3010299956639812
advancements,0.9542425094393249
advantaged,0.47712125471966244
adventists,0.9030899869919435
adventuresome,0.6020599913279624
adventuring,0.6989700043360189
adventurist,0.3010299956639812
adventurousness,0.3010299956639812
adverbial,0.6020599913279624
adverbs,0.7781512503836436
adversities,0.6020599913279624
adverted,0.3010299956639812
advertently,0.3010299956639812
advertiser,0.9542425094393249
advertises,0.9030899869919435
adverts,0.6989700043360189
advices,0.6020599913279624
advisedly,0.7781512503836436
advisories,0.47712125471966244
advocaat,0.6020599913279624
aedes,0.3010299956639812
aegis,0.7781512503836436
aegisthus,0.9030899869919435
aeneas,0.6989700043360189
aeolian,0.3010299956639812
aeons,0.3010299956639812
aer,0.47712125471966244
aerate,0.3010299956639812
aerating,0.3010299956639812
aeration,0.3010299956639812
aerialist,0.3010299956639812
aerie,0.3010299956639812
aeries,0.3010299956639812
aero,0.7781512503836436
aerobatics,0.3010299956639812
aerobically,0.47712125471966244
aerodromes,0.3010299956639812
aerodynamically,0.6020599913279624
aerodyne,0.6020599913279624
aeroelastic,0.47712125471966244
aerofoils,0.3010299956639812
aeron,0.3010299956639812
aerosolized,0.6020599913279624
aerosols,0.3010299956639812
aery,0.3010299956639812
aeschylus,0.6989700043360189
aesir,0.47712125471966244
aesthete,0.8450980400142568
aesthetes,0.3010299956639812
aet,0.7781512503836436
afb,0.47712125471966244
afd,0.47712125471966244
afeared,0.7781512503836436
afebrile,0.6989700043360189
afer,0.3010299956639812
aff,0.9542425094393249
affa,0.6989700043360189
affability,0.6989700043360189
affable,0.8450980400142568
affably,0.47712125471966244
affaire,0.3010299956639812
affaires,0.6020599913279624
affectation,0.9030899869919435
affectations,0.47712125471966244
affectedly,0.3010299956639812
affective,0.6989700043360189
affectless,0.3010299956639812
affenpinscher,0.3010299956639812
affianced,0.6020599913279624
affiant,0.3010299956639812
affiche,0.3010299956639812
afficionado,0.3010299956639812
affirmatively,0.6020599913279624
affirmed,0.9030899869919435
affirming,0.6020599913279624
affirms,0.47712125471966244
affix,0.8450980400142568
affixed,0.3010299956639812
afflatus,0.3010299956639812
afflict,0.6989700043360189
afflicting,0.8450980400142568
afflictions,0.9542425094393249
afflictive,0.3010299956639812
afflicts,0.6020599913279624
affluence,0.9030899869919435
affordability,0.3010299956639812
affording,0.9542425094393249
affright,0.47712125471966244
affronted,0.47712125471966244
afghani,0.8450980400142568
afghanis,0.3010299956639812
aficionados,0.7781512503836436
afield,0.8450980400142568
aflutter,0.6989700043360189
aforehand,0.3010299956639812
aforesaid,0.6989700043360189
aforethought,0.6020599913279624
afrikaans,0.6020599913279624
afrikaner,0.47712125471966244
afros,0.6020599913279624
afterbirth,0.7781512503836436
afterburner,0.47712125471966244
afterburners,0.6020599913279624
aftercare,0.7781512503836436
afterdeck,0.47712125471966244
aftereffect,0.6020599913279624
aftereffects,0.9030899869919435
afterimage,0.47712125471966244
aftermarket,0.47712125471966244
aftermast,0.3010299956639812
aftermaths,0.3010299956639812
afternight,0.47712125471966244
afters,0.6020599913279624
afterschool,0.7781512503836436
aftershaves,0.3010299956639812
aftershocks,0.3010299956639812
afterthoughts,0.47712125471966244
afterwords,0.47712125471966244
afterwork,0.3010299956639812
afterworld,0.3010299956639812
aga,0.9542425094393249
agal,0.6989700043360189
agapanthus,0.6020599913279624
agar,0.3010299956639812
agarose,0.3010299956639812
agate,0.47712125471966244
agates,0.3010299956639812
agave,0.47712125471966244
ageist,0.6989700043360189
agen,0.47712125471966244
agenting,0.3010299956639812
ager,0.3010299956639812
ageratum,0.3010299956639812
aggies,0.6020599913279624
agglutinate,0.3010299956639812
agglutinin,0.3010299956639812
aggrandize,0.3010299956639812
aggrandizement,0.3010299956639812
aggrandizing,0.3010299956639812
aggregating,0.47712125471966244
aggregation,0.47712125471966244
aggress,0.47712125471966244
aggressed,0.3010299956639812
aggresses,0.47712125471966244
aggressions,0.6989700043360189
aggro,0.3010299956639812
agha,0.3010299956639812
aghast,0.9030899869919435
agist,0.3010299956639812
agists,0.3010299956639812
agit,0.3010299956639812
agitates,0.8450980400142568
agitating,0.9030899869919435
agitato,0.6020599913279624
agitprop,0.3010299956639812
aglet,0.3010299956639812
agnate,0.7781512503836436
agnates,0.6989700043360189
agnosia,0.3010299956639812
agog,0.8450980400142568
agonal,0.7781512503836436
agonised,0.6989700043360189
agonising,0.9030899869919435
agonist,0.3010299956639812
agonize,0.7781512503836436
agora,0.3010299956639812
agoraphobia,0.9030899869919435
agoraphobiac,0.47712125471966244
agoraphobics,0.3010299956639812
agoras,0.3010299956639812
agos,0.47712125471966244
agr,0.3010299956639812
agrarian,0.9542425094393249
agreat,0.3010299956639812
agreeably,0.6020599913279624
agrement,0.3010299956639812
agribusiness,0.9030899869919435
agriculturalist,0.47712125471966244
agricultures,0.3010299956639812
agt,0.3010299956639812
aguacate,0.3010299956639812
aguardiente,0.6989700043360189
ague,0.47712125471966244
aguinaldo,0.3010299956639812
agura,0.47712125471966244
agust,0.6020599913279624
agy,0.3010299956639812
aho,0.9542425094393249
ahorse,0.3010299956639812
ahs,0.6989700043360189
ahu,0.6989700043360189
aidable,0.3010299956639812
aider,0.3010299956639812
aikido,0.6989700043360189
ailed,0.47712125471966244
aileron,0.3010299956639812
ailerons,0.6989700043360189
aimer,0.6020599913279624
ainu,0.6020599913279624
aioli,0.3010299956639812
airbags,0.9542425094393249
airbase,0.7781512503836436
airboat,0.6989700043360189
airbrushed,0.9542425094393249
airbrushing,0.47712125471966244
airburst,0.47712125471966244
aircraftsman,0.3010299956639812
aircrew,0.6020599913279624
airdate,0.3010299956639812
airdrome,0.47712125471966244
airdromes,0.3010299956639812
airdrop,0.47712125471966244
aire,0.47712125471966244
airedale,0.8450980400142568
airedales,0.3010299956639812
airfares,0.47712125471966244
airfields,0.9030899869919435
airflow,0.9030899869919435
airfoil,0.3010299956639812
airheads,0.8450980400142568
airiness,0.3010299956639812
airings,0.3010299956639812
airless,0.7781512503836436
airlifting,0.7781512503836436
airlifts,0.3010299956639812
airliners,0.9030899869919435
airlocks,0.3010299956639812
airmobile,0.3010299956639812
airships,0.6989700043360189
airsickness,0.47712125471966244
airstream,0.9542425094393249
airstrike,0.9030899869919435
airstrikes,0.47712125471966244
airstrips,0.6020599913279624
airwave,0.3010299956639812
airworthy,0.3010299956639812
ais,0.6020599913279624
ait,0.6989700043360189
aiwan,0.47712125471966244
ajog,0.3010299956639812
ajoint,0.6020599913279624
akamatsu,0.3010299956639812
akasa,0.3010299956639812
aked,0.3010299956639812
akee,0.6020599913279624
akey,0.7781512503836436
akimbo,0.6989700043360189
aking,0.47712125471966244
akkadian,0.3010299956639812
ako,0.3010299956639812
akra,0.3010299956639812
aku,0.7781512503836436
ala,0.6989700043360189
alack,0.8450980400142568
alackaday,0.3010299956639812
alacrity,0.7781512503836436
alai,0.47712125471966244
alar,0.9030899869919435
alarmingly,0.9542425094393249
alarum,0.6020599913279624
alarums,0.47712125471966244
alaskans,0.47712125471966244
alaskas,0.3010299956639812
alastor,0.7781512503836436
alb,0.3010299956639812
albacore,0.9542425094393249
alban,0.6989700043360189
albanians,0.3010299956639812
albatrosses,0.47712125471966244
albe,0.47712125471966244
albee,0.6020599913279624
alberich,0.7781512503836436
albinism,0.47712125471966244
albinos,0.6989700043360189
albion,0.3010299956639812
albumens,0.7781512503836436
albumin,0.6989700043360189
alc,0.6020599913279624
alcazar,0.47712125471966244
alce,0.3010299956639812
alchemical,0.8450980400142568
alchemically,0.3010299956639812
alchemists,0.8450980400142568
alchemize,0.3010299956639812
alcibiades,0.6989700043360189
alcoves,0.47712125471966244
aldebaran,0.6020599913279624
aldehydes,0.3010299956639812
alder,0.7781512503836436
aldermen,0.3010299956639812
alders,0.6020599913279624
aldrins,0.47712125471966244
alecs,0.3010299956639812
alee,0.7781512503836436
alef,0.47712125471966244
alehouse,0.3010299956639812
aleikum,0.6020599913279624
alem,0.3010299956639812
alembic,0.3010299956639812
aleph,0.8450980400142568
alertly,0.47712125471966244
alertness,0.6989700043360189
ales,0.7781512503836436
aleutian,0.47712125471966244
aleutians,0.9542425094393249
alexanders,0.6989700043360189
alexandrian,0.3010299956639812
alexandrine,0.9030899869919435
alfresco,0.9030899869919435
alg,0.3010299956639812
algebraic,0.6020599913279624
algerians,0.6989700043360189
algin,0.3010299956639812
alginate,0.47712125471966244
algorismic,0.3010299956639812
algorithmically,0.3010299956639812
alguacil,0.3010299956639812
alibied,0.6020599913279624
alibiing,0.47712125471966244
alienist,0.9542425094393249
alighted,0.47712125471966244
alighting,0.47712125471966244
aligning,0.8450980400142568
alignments,0.3010299956639812
aligns,0.7781512503836436
alimentary,0.6989700043360189
alimonies,0.6020599913279624
alinements,0.3010299956639812
alit,0.47712125471966244
ality,0.3010299956639812
aliyah,0.6020599913279624
alk,0.8450980400142568
alkalinize,0.3010299956639812
alkalize,0.3010299956639812
alkaloid,0.9542425094393249
alkaloids,0.6020599913279624
alkalosis,0.47712125471966244
alkane,0.3010299956639812
alkyd,0.3010299956639812
alkylating,0.3010299956639812
allayed,0.6989700043360189
allaying,0.6020599913279624
allays,0.3010299956639812
allegiant,0.47712125471966244
allegorical,0.9542425094393249
allegories,0.3010299956639812
allele,0.47712125471966244
allemande,0.8450980400142568
allemands,0.3010299956639812
allene,0.6989700043360189
aller,0.6989700043360189
allergen,0.6020599913279624
allergens,0.3010299956639812
allergist,0.47712125471966244
allergists,0.3010299956639812
alleviated,0.47712125471966244
alleviates,0.6020599913279624
alleviating,0.6989700043360189
alleyways,0.9542425094393249
allgood,0.3010299956639812
allhallows,0.3010299956639812
alliterations,0.3010299956639812
alliterative,0.3010299956639812
allium,0.3010299956639812
allocate,0.9542425094393249
allocated,0.9030899869919435
allocates,0.47712125471966244
allocating,0.6989700043360189
allocations,0.6020599913279624
allocution,0.47712125471966244
allograft,0.6020599913279624
allopurinol,0.3010299956639812
allot,0.9542425094393249
allotments,0.3010299956639812
allots,0.3010299956639812
allotting,0.3010299956639812
allover,0.47712125471966244
allowable,0.7781512503836436
allspice,0.6020599913279624
alludes,0.3010299956639812
allumette,0.3010299956639812
allured,0.3010299956639812
allurements,0.3010299956639812
allusion,0.8450980400142568
allusions,0.8450980400142568
alluvial,0.3010299956639812
alluvials,0.3010299956639812
allying,0.6989700043360189
allyou,0.47712125471966244
almanacs,0.3010299956639812
almandine,0.47712125471966244
almightiness,0.47712125471966244
almshouse,0.47712125471966244
aln,0.6020599913279624
alo,0.47712125471966244
aloes,0.3010299956639812
aloneness,0.3010299956639812
alopecia,0.9030899869919435
alouette,0.8450980400142568
alow,0.3010299956639812
alp,0.8450980400142568
alpacas,0.3010299956639812
alpenstocks,0.3010299956639812
alphabetised,0.47712125471966244
alphabetising,0.3010299956639812
alphabetize,0.7781512503836436
alphanumeric,0.7781512503836436
alphas,0.6020599913279624
alpheus,0.47712125471966244
alsatian,0.9542425094393249
altarpiece,0.47712125471966244
altars,0.8450980400142568
alternated,0.7781512503836436
alternately,0.6989700043360189
alternatingly,0.3010299956639812
alternation,0.47712125471966244
alternatively,0.7781512503836436
alternators,0.47712125471966244
alteza,0.3010299956639812
althaea,0.3010299956639812
altimeters,0.3010299956639812
altiplano,0.47712125471966244
altos,0.9030899869919435
altruist,0.3010299956639812
altruistically,0.3010299956639812
alum,0.9030899869919435
alumna,0.3010299956639812
alumnae,0.6989700043360189
alums,0.6989700043360189
alvar,0.7781512503836436
alveolar,0.6989700043360189
alveoli,0.6989700043360189
alveolus,0.3010299956639812
alw,0.47712125471966244
alway,0.9030899869919435
amable,0.47712125471966244
amah,0.3010299956639812
amal,0.6989700043360189
amalgamated,0.8450980400142568
amalgamation,0.8450980400142568
amandine,0.47712125471966244
amanita,0.3010299956639812
amant,0.47712125471966244
amanuensis,0.47712125471966244
amar,0.6020599913279624
amaranth,0.47712125471966244
amaryllis,0.7781512503836436
amas,0.6989700043360189
amass,0.6020599913279624
amasses,0.3010299956639812
amassing,0.9542425094393249
amassment,0.3010299956639812
amateurism,0.3010299956639812
amba,0.9030899869919435
ambassadorial,0.47712125471966244
ambassadorship,0.6020599913279624
ambers,0.7781512503836436
ambiance,0.9542425094393249
ambients,0.3010299956639812
ambiguities,0.6989700043360189
ambisexual,0.3010299956639812
ambitiously,0.3010299956639812
amble,0.7781512503836436
ambled,0.47712125471966244
ambler,0.8450980400142568
ambling,0.3010299956639812
amblyopia,0.3010299956639812
ambos,0.6989700043360189
ambrosial,0.3010299956639812
ambulation,0.3010299956639812
ambulatories,0.3010299956639812
ambushes,0.6020599913279624
ambushing,0.9030899869919435
ame,0.9030899869919435
amebas,0.3010299956639812
amebic,0.3010299956639812
amel,0.6020599913279624
ameliorate,0.47712125471966244
ameliorated,0.3010299956639812
amelioration,0.3010299956639812
amending,0.47712125471966244
americanism,0.7781512503836436
americanization,0.3010299956639812
americanize,0.3010299956639812
americanized,0.6020599913279624
americanizing,0.3010299956639812
amethyst,0.8450980400142568
amethysts,0.47712125471966244
amharic,0.3010299956639812
amiability,0.3010299956639812
amiably,0.6989700043360189
amice,0.3010299956639812
amicus,0.3010299956639812
amidship,0.9030899869919435
amiga,0.8450980400142568
amigas,0.47712125471966244
amil,0.47712125471966244
amination,0.3010299956639812
amine,0.3010299956639812
amiral,0.3010299956639812
amman,0.7781512503836436
ammeter,0.3010299956639812
ammoniac,0.3010299956639812
ammos,0.3010299956639812
amnesiac,0.47712125471966244
amnesiacs,0.3010299956639812
amnesias,0.3010299956639812
amnesic,0.47712125471966244
amnestied,0.3010299956639812
amniocentesis,0.6020599913279624
amobarbital,0.3010299956639812
amoebae,0.3010299956639812
amoebas,0.7781512503836436
amoebic,0.6020599913279624
amoeboid,0.3010299956639812
amontillado,0.6020599913279624
amorality,0.47712125471966244
amoroso,0.7781512503836436
amorphous,0.9030899869919435
amortised,0.3010299956639812
amortization,0.9030899869919435
amortize,0.6989700043360189
amortized,0.7781512503836436
amortizes,0.3010299956639812
amortizing,0.47712125471966244
amounting,0.6020599913279624
amours,0.8450980400142568
amparo,0.6020599913279624
amperage,0.7781512503836436
amperes,0.3010299956639812
ampersand,0.6020599913279624
amphib,0.3010299956639812
amphibial,0.3010299956639812
amphipods,0.3010299956639812
amphitheater,0.7781512503836436
amphitheatre,0.6020599913279624
amphitryon,0.8450980400142568
amphora,0.3010299956639812
amphotericin,0.3010299956639812
ampicillin,0.47712125471966244
amplification,0.9542425094393249
amplifiers,0.8450980400142568
amplifies,0.9542425094393249
amplifying,0.9030899869919435
amplitude,0.8450980400142568
amputates,0.47712125471966244
amputating,0.47712125471966244
amputations,0.9030899869919435
amputator,0.3010299956639812
amputees,0.6020599913279624
amt,0.3010299956639812
amtracs,0.3010299956639812
amu,0.3010299956639812
amusedly,0.3010299956639812
amusements,0.9030899869919435
amusers,0.47712125471966244
amusingly,0.6989700043360189
amygdala,0.6020599913279624
amylase,0.9542425094393249
amyloidosis,0.47712125471966244
amyls,0.47712125471966244
anabaptist,0.3010299956639812
anabolic,0.9542425094393249
anachronism,0.7781512503836436
anachronisms,0.47712125471966244
anachronistic,0.6020599913279624
anaemia,0.8450980400142568
anaerobic,0.6989700043360189
anaesthesiologist,0.7781512503836436
anaesthesiology,0.7781512503836436
anaesthetise,0.3010299956639812
anaesthetised,0.8450980400142568
anaesthetist,0.6020599913279624
anaesthetize,0.3010299956639812
anaesthetized,0.3010299956639812
anaesthetizes,0.3010299956639812
anaglyphics,0.3010299956639812
anaglypta,0.6020599913279624
anagogic,0.3010299956639812
anagrammed,0.3010299956639812
analeptic,0.3010299956639812
analgesia,0.6020599913279624
analgesic,0.7781512503836436
analgesics,0.6020599913279624
anally,0.7781512503836436
analogies,0.8450980400142568
analogous,0.6989700043360189
analogs,0.6020599913279624
analogue,0.7781512503836436
analogues,0.6020599913279624
analysation,0.3010299956639812
analyser,0.6989700043360189
analyses,0.9030899869919435
analytic,0.6989700043360189
analyzable,0.3010299956639812
analyzers,0.47712125471966244
ananda,0.8450980400142568
ananias,0.3010299956639812
anaphase,0.6020599913279624
anaphylaxis,0.6020599913279624
anarchic,0.47712125471966244
anarchism,0.47712125471966244
anarchistic,0.3010299956639812
anas,0.9030899869919435
anastomose,0.3010299956639812
